Frame	X Coordinate 1	Y Coordinate 1	X Coordinate 2	Y Coordinate 2	X Coordinate 3	Y Coordinate 3	X Coordinate 4	Y Coordinate 4	X Coordinate 5	Y Coordinate 5	X Coordinate 6	Y Coordinate 6	X Coordinate 7	Y Coordinate 7	X Coordinate 8	Y Coordinate 80	616.620361328125	857.153564453125	812.5587959289551	946.7017574310303	900.076171875	971.8421630859375	1019.2898979187012	891.5614643096924	1188.5906372070312	921.1472682952881	1297.640625	1017.2670288085938	1383.4600830078125	990.5111083984375	1519.2010612487793	908.0328521728516	
1	617.0261840820312	856.9132080078125	813.419921875	946.3255615234375	899.420166015625	971.7471923828125	1019.4993286132812	892.8348999023438	1185.9655799865723	919.7011871337891	1293.374755859375	1016.4098510742188	1379.3808097839355	990.1773338317871	1514.385009765625	908.6099853515625	
2	615.2540283203125	856.7645874023438	812.0385322570801	944.7988033294678	898.0741386413574	970.9754257202148	1018.0201988220215	892.311393737793	1182.5990028381348	918.8732452392578	1289.6313171386719	1016.0417213439941	1375.4083976745605	989.4239768981934	1509.9930839538574	909.1243915557861	
3	613.1839065551758	854.4092426300049	810.5386962890625	942.8466796875	895.482479095459	967.4673442840576	1016.2374267578125	891.1571559906006	1180.836025238037	918.520830154419	1288.2574157714844	1015.5881080627441	1373.3595542907715	989.4336891174316	1507.1500358581543	909.1738433837891	
4	607.8061599731445	850.5980243682861	807.0046577453613	940.8675289154053	893.362606048584	966.4576396942139	1012.2083702087402	889.6875591278076	1178.2988319396973	917.3628082275391	1284.8378601074219	1014.7894020080566	1371.0967140197754	987.7939682006836	1503.6872520446777	908.3213977813721	
5	604.6499633789062	850.22998046875	803.4544677734375	940.3364868164062	889.433162689209	965.1186504364014	1007.6755332946777	888.8901958465576	1176.6912231445312	916.9976692199707	1283.4009704589844	1013.6950416564941	1367.7080421447754	985.9756698608398	1501.5935134887695	907.7075328826904	
6	601.1286010742188	849.5540771484375	799.7357788085938	938.1690063476562	885.584529876709	962.9118633270264	1003.770565032959	888.2414531707764	1174.012538909912	916.208086013794	1278.0174560546875	1011.0826416015625	1363.508903503418	983.5652503967285	1497.5371170043945	907.9086437225342	
7	595.5109252929688	849.4495849609375	795.3209419250488	936.867467880249	880.3091354370117	962.5024604797363	998.9793663024902	887.0814189910889	1168.565029144287	913.952226638794	1273.1414413452148	1008.8823833465576	1358.2943649291992	980.9532203674316	1492.7015342712402	907.8240337371826	
8	591.3047485351562	848.7418823242188	790.6068725585938	936.3656005859375	874.2875938415527	961.7896709442139	994.004451751709	886.9074687957764	1164.5748329162598	913.5780181884766	1267.0166854858398	1007.1994609832764	1352.744743347168	980.1785926818848	1486.7750205993652	907.2410259246826	
9	587.0366897583008	847.9263935089111	786.4261741638184	934.5998706817627	869.2036781311035	961.2509574890137	989.1156539916992	886.4620265960693	1161.9671020507812	912.8002815246582	1262.4204406738281	1005.6494388580322	1347.4653854370117	977.2205543518066	1482.0401420593262	906.9121589660645	
10	582.9531593322754	846.6548385620117	782.2122688293457	934.3565883636475	863.474781036377	963.0156402587891	985.9702606201172	884.9387168884277	1157.7446250915527	911.8155498504639	1258.3830528259277	1003.2828960418701	1342.3513450622559	974.8677444458008	1477.964485168457	907.0995006561279	
11	582.9282836914062	846.3339233398438	781.6438598632812	930.258867263794	862.225513458252	957.2117462158203	984.4962120056152	880.4276008605957	1155.6042442321777	910.8814067840576	1254.1270713806152	1001.5969219207764	1337.997745513916	972.8890914916992	1476.8215293884277	906.6139507293701	
12	582.7092018127441	846.408073425293	784.5540046691895	921.50710105896	862.8011245727539	939.9842834472656	980.0463218688965	866.3144416809082	1153.6307334899902	912.4995098114014	1250.3389472961426	997.9139976501465	1333.3249740600586	970.0796546936035	1472.8947143554688	907.1568870544434	
13	582.3195533752441	846.9045944213867	782.5534934997559	916.2362842559814	862.5162734985352	932.1952209472656	973.2994346618652	855.7003059387207	1152.1975631713867	911.3661918640137	1246.72945022583	992.4957847595215	1327.1205863952637	965.2009735107422	1468.9025268554688	907.0395774841309	
14	581.4820785522461	848.2755908966064	778.9512901306152	907.9575347900391	860.6690444946289	923.2960624694824	964.556209564209	851.2090950012207	1147.6934776306152	908.0684776306152	1240.102481842041	986.7214813232422	1319.1697845458984	961.434497833252	1461.1276245117188	906.3586082458496	
15	582.0352401733398	847.024492263794	775.1014366149902	904.8664093017578	854.7333374023438	919.4501209259033	959.0051689147949	855.9441299438477	1143.0817222595215	899.7697010040283	1231.3577308654785	975.1454315185547	1308.8003997802734	952.1418952941895	1450.1910133361816	904.7371063232422	
16	576.7165832519531	845.3249492645264	764.6865081787109	909.3175868988037	848.7611083984375	923.5354480743408	956.7089958190918	883.9829845428467	1141.9563827514648	892.3209991455078	1224.2860641479492	962.6016674041748	1240.966423034668	954.0586280822754	1436.8083381652832	898.9313888549805	
17	566.5576477050781	846.0990581512451	756.3359222412109	920.875509262085	839.9612197875977	943.8060607910156	950.4925498962402	906.2512683868408	1137.1312294006348	895.9267101287842	1221.1299476623535	970.6711273193359	1236.827018737793	962.1393165588379	1427.7324104309082	897.2294235229492	
18	552.1878852844238	845.9376735687256	742.9257049560547	927.6561489105225	825.2438735961914	959.6542053222656	939.6383628845215	911.3361682891846	1131.6772499084473	903.8006114959717	1221.0315589904785	985.7134857177734	1233.8151779174805	979.9587745666504	1426.1196174621582	901.7222213745117	
